Intent,Sentence
0,Within the next 3 business days (M-F) you will receive another email that will include your Order Number(s).
0,"Women's Sanctuary Jacket , originally $130, is now $71.99, the lowest price we can find by $6."
0,"Working for Parakweet on products such as BookVibe strikes me as the perfect opportunity to utilize my passion for writing and reading, while connecting others to a broader world of literature."
0,Worst case scenario - you earn half of what he did and make $10k in your first four weeks.
0,Ye Lin Kyaw suggests you add Chit Lay as a friend on Facebook.
0,"Yes, I'll get to Mike Day."
0,"Yes, but I would say that the $200,000/mo during the winter is related to an HPL discount on Transport given to the marketing desk in order to make the deal more economical."
0,"Yes, lets continue to have the pre-meetings formerly known as Mike's every Mon. at 8:30 (pls put on my calendar Emily)."
0,You are forwarding these messages to the wrong Dana Davis.
0,You are scheduled to address the group as follows:
0,You can also check with Volume Management to see if they have any info regarding the allocation of the point.
0,"You can link directly to our research page, which features synopses of broker and free reports, and you can also register for the Morgan Stanley trial by clicking on the Morgan Stanley logo, here: http://www.multexinvestor.com/article.asp?docid=6868&nd=0207"
0,You can now tag your friends in your status or post.
0,"You can select ""always send nom"" in MOPS to get this to come over in POPS."
0,You can select always send nom in MOPS to get this to come over in POPS.
0,"You can select your favorite genre, from Pop to Rock, Hip-Hop and more and tap on the Genre Tuner if you want to refine your selection to choose a more specific subgenre like Hot in Pop, Hard Rock or East Coast."
0,You can start using it 15 minutes from now!
0,You can unsubscribe yourself from the panel by clicking on 'unsubscribe' in the footer Start Survey&nbsp;&raquo;Time : 3 Minutes Points : 100Balance : 80&nbsp; SurveyAnalytics&nbsp;|&nbsp;3518 Fremont Ave N #598&nbsp;|&nbsp;&nbsp;|&nbsp;Seattle&nbsp;|&nbsp;WA&nbsp;|&nbsp;98103&nbsp;|&nbsp;United States Unsubscribe Powered By SurveyAnalytics
0,You can't pat a voicemail on the back.
0,You did a fantastic job under the circumstances and given the time constraints.
0,You did a great job of pulling it together.
0,You hated that e-mail didn't you?
0,You have 1 friend with a birthday in the next week.
0,"You have to be able to discuss issues which may be complicated, contentious or sensitive."
0,"You like to SAVE, know a GREAT deal when you see one, and love BIG opportunities to win... with this in mind, we've got something special in store for you!"
0,"You make the request for an installment agreement when you file your completed tax return using Form 9465, ""Installment Agreement Request."""
0,"You make the request for an installment agreement when you file your completed tax return using Form 9465, Installment Agreement Request."
0,You may also be receiving this email if you reset your password since your last purchase.
0,"You may not have the attendance you prefer, but I don't oppose moving the Gas Accord talks forward."
0,You might at least put a contact name and number on these things if you are going to continue to send these out before the system is fixed.
0,"You now have the opportunity to enjoy the benefits that more than 3,500 customers are currently experiencing through this special offer."
0,"You seemed in pretty good spirits on Tuesday, though I guess that could have partially been due to the big celebration over getting your first ticket."
0,"You want to avert your eyes, but you can't turn away..."
0,You want to take a quick note - but it's too much to type.
0,You will like him and he will be a very valuable resource to add to the team - even if it is for a couple of weeks.
0,You will probably get an invitation to the wedding.
0,You will receive additional ship confirmation e-mails if not all items in your order show they have shipped.
0,"You'll note in the language developed by the coalition that the proposal strikes a reasonable balance between the Dept of Finance's concerns about recouping DWR's costs of buying power, and the need to give consumers and businesses maximum flexible in managing their energy costs."
0,Young_3600@msn.com <mailto:Young_3600@msn.com> ( underscore between young and 3600)
0,"Your Straight Talk service ends tomorrow, 06-30-14."
0,"Your daily catch-up for Sun, 1 Dec 2013"
0,Your free account lets you manage 5 free transactions* in a 30 day window.
0,Your free account lets you send out 5 free documents for signature.
0,Your home information is important in case the Company needs to forward critical materials to you or contact you regarding important Company information.
0,Your phone is not going to voicemail so I can't leave a message.
0,"Your plate is more full than mine (I just ate at the luncheon, and I'm thinking in food metaphors.)"
0,Zapier can help you eliminate all those pesky tasks your web services don't support.
0,and you want to be able to create a profit
0,eBay Inc. sent this e-mail to you at hannahfay321@gmail.com because your Notification Preferences indicate that you want to receive general email promotions.
0,"iPhone:•Your top skill endorsements are now on your mobile profile, so you can showcase your professional best!"
0,"jude, you submitted a Auto insurance quote, but we can help you save on much more than Auto insurance."
0,null can now play!
0,"o Crate or Carrier-- If you want to travel with your pet, invest in a plastic carrier, they’re safer for different modes of travel, such as transporting your pet via air."
0,"viadeoHello,On Sunday 29 April 2012, Tonyrull Tonyrull sent you an invitation to join their network.Viadeo will help you to:find your contacts and meet other professionalsbuild your online reputationfind a job or recruitThank you,The Viadeo Team.Accept Tonyrull's invitationMessage from Tonyrull TonyrullIf you no longer want to receive invitations to join Viadeo: Unsubscribe"
0,you can unsub if you want these emails to discontinue $LINK
0,⑴ Select the text to which you want to add bullets or numbering.
0,"• Portland, ME: January 31, 2013"
1,"-If you want others to help manage your channel, you can add up to 50 people without sharing your password."
1,3. Select the services that you want to add.
1,"Also want to talk about your voicemail last night--i.e., I may need to travel with KL, which is fine by me if that's necessary."
1,"Also, to be sure that you always receive any emails with important loan information, please add info@info.offerstuff.com"
1,"And if there's anything else I can do re: your meeting on Monday, don't hesitate."
1,And there's no need to pay for individual tracks - you can listen all you want.
1,Apply for a job at AVON today.
1,Apply for a job at Joe's Crab Shack today.
1,Are there other presentations that would useful to look at in preparation for the talk?
1,"As it is a strange and unfamiliar ground for some of us, I thought it appropriate to invite you, on behalf of my brothers, Mohamed and Abdullah, and myself, for a small closed cocktail reception Xenel is holding on Thursday, 31st January at Waldorf Towers between 7.00 pm and 9.45 pm to meet with you to exchange views early on the session."
1,"Attached, please find my resume, and please let me know if I can provide any further materials."
1,"Bowen called, and unless he has to schedule a call with a judge from Texas at the same time, we're on for 9:30 AM."
1,"But Rory (who by the way is responsible for this mess!) now has decided that he'd like to do a Xmas make up on the 29th, which is smack dab in the middle of when we'll be up at the dome (tween xmas and new year's--hopefully you and eldon will join us so we can kick yer butts in spades)."
1,Call me at (713) 853-6895 to discuss in further detail.
1,Check out MSIA on the Nasdaq OTC board.
1,"Check out the most popular, trending, and liked prezis this week:"
1,"Chris, when did BP Amoco get involved?"
1,"Dick, you are doing the right things - if you run into timing issues in the future do not hesitate to give me a call directly."
1,Did Pam do some due diligence for you before sending this e:mail so that you know this date and time works for everyone?
1,Do not discuss this with anyone at CES or EES please.
1,Do not in any event abandon any assets at any time.
1,Don't hesitate to call and discuss further the hard lessons that I sent you.
1,Don't make any changes for now.
1,Download it from the Apple App Store to share data with me today!
1,Download it today from the App Store and prepare to receive great Qwiqq coupon offers from your favorite merchants!
1,Dupree Diamond @DupreeDiamond2 @ben_wiggin i just need something so i can get messages 01:33 AM - 26 Jun 14
1,Finish process now to receive the deposit immediately.
1,"For additional help, don't hesitate to visit $LINK"
1,"For customer service, questions or feedback, please $LINK contact us ."
1,"For specific dates, hotels and other information, call 412-279-9298 or visit http://www.pgsenergy.com/schedule.html"
1,"For support requests, please contact us by going to our support page > $LINK"
1,"George DeMontrond, Susan Bandy (the Houston 2012 Exec Director) and I would very much appreciate 15 minutes or so of your time to update you on Houston's bid efforts and discuss your potential participation in the upcoming site visit."
1,"Given that Sue is going to be back on Tuesday, you may want to coordinate drafting duties with her."
1,Here's some stuff for us to discuss.
1,"Hi, Take a minute and check out gDocuments in the App Store, I think you will like it."
1,"Hi, Take a minute and check out iFiles in the App Store, I think you will like it."
1,Hi: please add $4 of tolls for each day that I went to Sac this week.
1,Holly called and she has a table to fill at an awards banquet (some women's professional group or something) and wants to know if you want to join us.
1,"How's Tues, may 1, or wed may 2, work for dinner?"
1,"I am available to help in any way I can, so please don't hesitate to call if you have questions: 978/281-0744."
1,I do have a one quick question.... My sources indicate that Enron has agreed to place a Megawatt-Daily Cinergy Hourly product on EOL within 2 weeks.
1,I know that you are extremely busy at this time but maybe next week I could come to Houston and we could find some time to meet.
1,I need your Drivers License # & expirary date for compliance purposes since Sept. 11 to make sure you are not a terrorist or $ launder.
1,"I noticed your Desk.com trial has ended and I would like to get your feedback, including a different pricing option."
1,I think it may be appropriate for both of you to join us.
1,"I would like 4 tickets for the Houston open, If available please sent to 31st floor, location 3117d."
1,I'll send you the final doc's so we can discuss.
1,I'll take you/him up on the offer to get together while he's here.
1,I'm here today (wasn't yesterday) and will be happy to discuss it with you.
1,"If at any time you no longer wish to receive your weekly forecast, you can simply click here or send a letter to me at 167 Cherry St. PMB 292, Milford, CT 06460-3400, and I will stop emailing them to you."
1,"If not clickable, please copy and paste the address to your browser:"
1,"If there are any problems, or if you have any questions, don't hesitate to give me a call."
1,"If you are having trouble viewing the above web address, visit http://www.sendomatic.com/servlets/l?u=mike.carson@enron.com and create an account to view the events you have received."
1,"If you click the link below, we will take you to a page that has further directions for changing or recovering your password."
1,"If you could please let us know where that stands, or if you have any feedback and/or questions it would be greatly appreciated."
1,"If you have any comments or questions you would like to discuss, please do not hesitate to call me at (713) 853-3399, Mike at (713) 345-4079 or Bob Shults at (713) 853-0397."
1,"If you have any questions at all, or would like to discuss your presentation in more detail, please do not hesitate to give me a call or drop me an email."
1,If you have any questions or comments do not hesitate to give me a call.
1,If you have any questions please call me and we can discuss.
1,"If you have any questions regarding your job offer from Enron while you are on vacation, please give me a call."
1,"If you have any questions, comments or suggestions please feel free to get in touch with me any time by replying to this email and if you haven't had a chance to see the new site, go to $LINK"
1,"If you have any questions, don't hestitate to get in touch."
1,"If you have any questions, e-mail us 24 hours a day, 7 days a week at support@datek.com or call us, weekdays 8 AM - midnight and weekends 9 AM - 7 PM Eastern Standard Time at 1-800-U2DATEK."
1,"If you have questions about visa processing and renewals, please refer to the visa tool on RCLCrewTravel."
1,"If you have received this message in error, please notify the sender immediately by e-mail and delete all copies of the message."
1,"If you want to cancel your account, go to: $LINK"
1,"If you would be interested in pursuing any joint projects, please don't hesitate to let me know."
1,If you would like to help us beta test our Exchange support visit $LINK add your contact info and we'll turn Exchange support on for you to thank you for your help.
1,"If you'd like to review your policy or make any additional updates, simply log into your policy anytime using your email address and password at:"
1,"If you'd like to stop getting announcement emails, click below:"
1,"If you'r open tomorrow (Sunday), I'll call you then."
1,"If you're still in the market for a new company, we'd love for you to join our family."
1,"If you're still tanning, and still up for lunch, I'm game."
1,"If you're unsure which loan type or program is right for you or what the next step is, click to call now."
1,"If you, Dean Powers, or your staffs would like to discuss the ideas in the letter or our thoughts about possible additions to the Enron board please do not hesitate to contact me or my colleague Bill Patterson."
1,"If your AppJoy crashes right after you open it, YOU MUST RESTART YOUR iPhone/iPod Touch or iPad, THEN OPEN APPJOY AGAIN."
1,"If your email does not support this web version, please subscribe to the free text version by writing subscribe@enerfax.com"
1,"If you’d like more time to discover Spotify Premium, click the button to enjoy another 30 days on your device for free."
1,"If you’re not interested, click here: No, I do not want to receive emails about understanding my credit report."
1,Is Friday better for you guys?
1,It may be worthwhile for us to have a quick phone call to discuss.
1,It would be great to meet you when you come to Houston.
1,It's time for our regular Friday evening email chat!
1,"Janet, it may be in your personal interest to ensure that a number of witnesses are available to ensure the message is delivered and there is not confusion in the future."
1,"Keep these names, and I'll keep you posted on who to schedule with him."
1,"LaRence, Please note interview schedule below."
1,"Last but not least, if you run a website, checkout our provider API to see how you can integrate your website with Boxcar!"
1,Launch now and add some Tempo to your busy schedule!
1,Learn more Fotolink helps you manage all your photos on Facebook.
1,"Learn more at our next webinar: Extracting Insights from Corporate Social Data Sources, on Thursday June 20."
1,Looks like 230 today is good for all three of us re: option issues.
1,"Lou, please give me a call if you have any questions about this lady."
1,"Make sure you don't miss out on any Pizza Hut specials, please add ' mailto:pizzahut@pizzahutoffers.com"
1,May I get a copy of all the invoices we sent CES for January please.
1,"Monday, October 8, 2001 Dear Ken: I am writing to request a meeting with you during the month of November."
1,Need some friends who would like to chat!!!
1,Please add Carey Metz to our bidweek index survey spreadsheet.
1,Please add Cottonelle@enews-cottonelle.com to your safe sender list to ensure that you will receive our emails.
1,Please add Tricia Spence to this email.
1,Please be advised that the suspension date contained in H-7 can and probably will be changed before the orders are considered at the CPUC meeting on Sept. 20.
1,Please be informed that I will not be attending tomorrow's activities @ 2pm.
1,"Please call me if you have any comments, as I want to send it out tonight."
1,Please contact us directly 24/7 via helpme@moshimonsters.com.
1,Please contact us if you need to discuss the resolution.
1,Please contact us with any feature suggestions you may have.
1,"Please do not hesitate to contact m e if you would like to discuss these materials further, or if there is anythi ng else that I can do to assist you."
1,"Please do not reply to this e-mail for any other reason, as we're unable to respond from this address."
1,"Please do not respond to this message for customer service issues, as the address used to send this message does not accept mail."
1,"Please don't hesitate to call me if you come in for a meeting, it would be great to see you again."
1,Please don't hesitate to give me a call if you'd like to discuss further.
1,Please don't hesitate to give the conference call number to Mike or others that are interested in a coordinated/joint response.
1,Please feel free to call me at (713) 853-6544 if you have any questions.
1,Please feel free to install the pc and monitors on Thursday or Friday.
1,Please find below SCE's proposal to settle past Direct Access Credit issues and determine the Direct Access Credit going forward.
1,Please let me know if it meets 20 with your approval.
1,Please let me know if you have 10-15 minutes for a quick call or simply reply to this email with your feedback. 
1,Please let me know what time works best for you and thank you very much for your time.
1,Please note that the application you have installed is the full version.
1,"Please note that to ensure regulatory compliance and for the protection of our customers and business, we may monitor and read e-mails sent to and from our server(s)."
1,"Please print, review, sign and, if possible,get it notarized (if impossible, let me know.)"
1,Pre-order your iPhone 5c today and get free delivery.*
1,Remember that Karen reads all my mail so don't send anything too personal.
1,"Rick , good result in California so far - what is the status of our plan for New England ICAP issues?"
1,Send us an email and we would be happy to call your loved one and let them know a little bird told us so!
1,Shop now and get free standard ground shipping on any purchase of $35 or more!
1,"Shop our collection of cozy slippers for the family starting at $8.99 and take $10 off any online purchase of $50 or more* with coupon code ZZWREATH through Sunday, December 8th, 2013."
1,"Shop the latest styles during our biggest sale and save 1/2 off your second item of equal or lesser value, through Monday, November 11th.*"
1,"Shop the latest styles during our biggest sale and save 1/2 off your second item of equal or lesser value, through Wednesday, September 25th."
1,"Should you have any questions or require additional information, please feel free to contact me via telephone at (415)244-6094 or via email JinRides@gmail.com."
1,"Should you have any questions, feel free to contact me at (713) 853-5707."
1,Simply use the link below to compare health plans now:
1,"Since I get everything that you forward, you may remove me from you distribution list."
1,So I can get an update on that when we talk tomorrow.
1,"Some email can not read our web mail, please write enerfaxgold-subscribe@egroups.com to subscribe to the identical email in a text format."
1,"Spend smarter this June after you authorize a MasterCard with a limit of up to $3,000."
1,Talk to Susan about joining the group.
1,"The Tuesday game's at 7:30, but thought it'd be nice to see an early game."
1,"The deadline for completion of Houston's bid to become home to USA Baseball is the end of September, so we would like to meet with you at your convenience by September 25, if at all possible."
1,"The rates on the attached spreadsheet would provide full cost recovery only after the project is fully subscribed, right?"
1,They are going to remove this page soon so get it from here now before they take it away forever!
1,Think about items like that and lets discuss.
1,"Thursday, usual time?"
1,"To continue using Handheld Contact for ACT! after your 14 day trial, visit $LINK to subscribe."
1,"To participate now, click here $LINK"
1,"To protect your privacy, please confirm your email address by clicking here: Click here to activate and login!"
1,"To reset your password, please visit the url below:"
1,"To see how we treat your information, please review our privacy policy."
1,"To see this email, please view the HTML version."
1,"To visit your member page and earn rewards by completing surveys, please use the link below at any time:"
1,"Twanda, would you please check my calendar and book me yes if I am available?"
1,"Twitter 1.1 version update.2) Tumblr error modify.You can take funny pictures in the Magic Hour, please look separately with friends Share SNS in a variety of photos taken.All, it was MagicHour team to strive for an enjoyable life photo of you always.Thank you."
1,Upgrade to premium for only $1.55 and start a new romance today.
1,Ur daddy left the ph n the truck cal me asap
1,Use Localmind to connect to people on the ground and find _what's really happening_ anywhere you want to go.
1,Use this link to to join MOS Coaching Club today:
1,Use your free listings and subtitles to reach Halloween shoppers now.
1,Visit Dating for Hippies today and take advantage of our Flag Day deal.
1,We do not have recorded in the financial statements the $8M Cdn in done deals - you may want to look into that.
1,We want the data to be as good as possible.
1,"We've made about a zillion improvements to the app and we have some really exciting new features and benefits to share with you, so could you please click the link below to re-confirm that it's still OK to keep in touch?"
1,"What about lunch tomorrow (we're all in the city), or at 5 PM (before the ball game)?"
1,When are we going to start practicing for the A&M/UT FF Tourney - we need to get a team together and start practicing.
1,When you get a minute tomorrow page me (I'm mobile this week) and we can talk.
1,"With Sue coming back on Tuesday, and in the spirt of our gropes, it might be useful to discuss as a group prior to charging ahead."
1,You available to talk today?
1,"Your feedback is very important to us so if you would like to contact us with a question or comment, please click here:"
1," viadeo   Invitation   Hello,I would like to invite you to join my network of contacts.Kind regards,Tonyrull TonyrullYangon, hdj Confirm that you know Tonyrull  Message from Tonyrull Tonyrull   If you no longer want to receive invitations to join Viadeo: Unsubscribe "
1,"Should you not be able to call me, then I will send you a short memorandum about the situation on Monday."
1,"If you want to contact him, I'd wait 5-10 minutes and give him a call on his cell phone."
1,Let's sum up what you should remember about this offer:
1,Please contact Cathy Phillips (X-36898) and let her know if you are interested in attending.
1,"Also, I need to know the nature of the confidential information you are discussing so we can protect the information being discussed."
1,"Also, please let Lisa Bills know where we will be meeting, as she is planning on coming late to the meeting."
1,And we would love for Mr. Lay to stay for dinner - is this doable?
1,And why would you explode jars of paint?
1,"And, if you want to learn more about how we show you interesting, relevant ads, or how cookies and similar technologies help us do so, please visit our Ads and Cookies pages."
1,Are you available that date?
1,Are you available?
1,Be assured that any information we discuss will be completely confidential.
1,Below please find the requirement for China Visa.
1,"Bruce: I am tied up for lunch, but let's get together during the day on Monday or Tuesday."
1,"But if you have any time constraints or want to make sure you have plenty of time for integration, the beta will be available for you."
1,Call whenever you'd like to discuss the call (that Palmer forgot to tell you about).
1,"Can we invite him (the son, not the professor) to a Super Saturday?"
1,Danny and Phil: Please follow-up with Vince if you have an interest in meeting with Peter.
1,Did you get my message about my parking tag?
1,Did you make it to earth day?
1,Did you respond to the Haas address?
1,Did you see on the news last night that they arrested 44 people for participating in that pyramid scheme you were telling me about?
1,Do you have any idea how long it will be before I get a replacement?
1,Do you know if this has been addressed?
1,Do you know if we are meeting on Monday?
1,Don't forget to chat with VNG about Nabisco.
1,"Even if you are still unsure about returning, please call us now to select YES as your returning status."
1,"Here’s a selection of books we think you’ll love, along with a few readers we’d like you to meet."
1,Hey Jeff - I'm still wondering if my last email made it through.
1,"I am sure that you are all ""talked out"" about it, but if you need an empathetic ear, give me a buzz."
1,"I did call and got credit on my bill, it doesnt just show up u need to make the call and they ask u how many days u were out I told them to fri and got 28.00 credit"
1,I don't want to approve any further investments until we have had such a discussion.
1,"I saw that you had recently started looking into moving over to Egnyte, I would love to discuss some of the details of your current situation so that I can help get you up and going as quickly as possible with the features here at Egnyte that will best meet your current needs!"
1,I wanted to follow up on our conversatian regarding the in house counsel that you may know.
1,"I was wondering if I could get some information on the Costilla deal, specifically the repurchase option."
1,I will be getting the schedule after work on Friday and will call and let you know when and where our games will be.
1,I will call you tomorrow after I talk with Sheri - should be by 11:00 am.
1,"If I don't make chanages, I will call you Friday afternoon after landing and let you know that."
1,"If not by e-mail, is it something that can be faxed?"
1,"If not, I'd love to hear what we are doing wrong and how we could improve our Google Apps integrations to be more valuable to you."
1,"If you did, please let me know how to improve my application to make you want to use it again, I value my users and I'm always happy to receive feedback."
1,"If you don’t want to agree to arbitration, you can easily opt out via an online form, within 30-days of these Terms becoming effective."
1,"If you don’t want to keep your account open, you can cancel any time during your free trial or simply let the trial expire."
1,"If you experience any problems that you cannot resolve, please visit our support site at $LINK"
1,"If you fit the above description and meet the requirements, please apply to this ad stating your location."
1,"If you have a question about your health or a procedure, call your healthcare professional directly."
1,"If you have any big ticket items you can plan for this school year, like a laptop, a scientific calculator, or new uniforms, you may want to add the items to your Wish List to ensure you’re on the right track with your savings to account for these special purchases."
1,"If you have any issues upgrading or difficulties with the new features, we're happy to help."
1,"If you have any other problems, please reopen this ticket."
1,"If you have any problem with the link, please copy the url below and paste it on your browser."
1,"If you have any question regarding PCHLotto, please visit the PCHlotto .com:"
1,"If you have any thoughts on how to improve our service, please email us at: support@proven.com."
1,"If you prefer to purchase online, please Buy Now >> $LINK"
1,Let me know how it goes!
1,Let me know if that can be arranged.
1,"Mario, can you tell me where to look for a GOOD pizza dough recipe?”"
1,No- I'm meeting w/ Bradford at 11 to discuss.
1,Please call 1-877-428-5608 to speak with a support representative.
1,Please give us a call at (855) 962-3621 or reply to this email.
1,Please go here to complete your information and see if you qualify for financial aid.
1,Please provide me with an invite for Google+ App for iPhone4.
1,Please quote your order reference number if you wish to contact us about this order.
1,Please schedule this candidate for an interview.
1,Please send us an email if you have any problems during signup.
1,Scott will tell John Singer we need to get out of this capacity.
1,"That said, that may not be important for you and you won't mind sending me dollars."
1,"Therefore, please prepare a list of site specific issues for that document as well."
1,"This week, we take a look at the analysis you can do as a marketer to understand what content you should be developing, how you should share it, and what works on Twitter for your specific message."
1,"We are meeting with Mark on Wednesday to try and figure out the approval process for Australia, so maybe after Wednesday I'll start responding for them."
1,We can connect you with a professional that will help you understand your options and determine what program works best for you.
1,We can go out of town - i would love to get away - have you heard about the hilton in Austin?
1,We shoudl discuss putting together an automated sheet each day for cash trading.
1,"We will be marketing this conference to over 40,000 targeted individuals, including a direct mail of at least 25,000 and in addition an online and press campaign."
1,"We would probably need the ESA 2001 budget (income, expense, cashflow and capital) for the trading/marketing/EES business and the asset/regulated business in seperate formats."
1,What if you could borrow thousands and have up to 3 years to repay?
1,What is the address of the HR website where I can see my old pay stubs?
1,Who can I start sending all these pricing questions to?
1,Would be ideal if we can get this data on Thursday.
1,Would you like to meet them for a short courtesy meeting (5 - 10 minutes)?
1,You can get started today with Graham's free gift.
1,Any data you can provide will be helpful.
1,Are you still available Weds or Thurs a.m.
1,"Ben, are you available at 9am on Monday re ABB?"
1,Do we have a list of attendants/agenda?
1,Do you think that you're boss is inclinded to put a call in to the governor regarding the importance of choice and/or sign and send letters to the leadership?
1,Do you want tickets to Astros game on Friday night?
1,"Eldon, are you and Bob planning to go up this week?"
1,"Falcon -- review diligence reports, client discussions."
1,Have you had the boards out yet?
1,"I just wanted to follow-up with you to see what additional steps, if any, that TEKsystems may need to take in order to continue moving forward in the contract execution process."
1,I sent you a message regarding a dinner on Tuesday.
1,I want to leave you with a question:
1,I want to make some for the super bowl party this Sunday.
1,I would like to help you make your evaluation of the Software Update Wizard as successful as possible.
1,I'd like to recommend to you an app that I use to organize my tasks on the iPhone: Priority Matrix.
1,"If I'm incorrect, we'll need to get things squared away, like today."
1,"If energy is not delivered because of a Y2K problem, is that a force majeure event or otherwise excused?"
1,"If that's all Dennis brings to the table (not counting his big bag of $$$$), does a deal with him really make sense?"
1,"If you choose to let them stay paused, we'll send you an email at the beginning of the month reminding you to activate your Zaps again."
1,"If you'd like help getting started building your site or if there's anything unclear about Jimdo, I'm happy to help."
1,Our meetings will be much more effective you attend.
1,Per your voice mail I would like to defer 100% of my ECT Phantom Stock into the Stable Asset fund.
1,"Rick, are you on this, or should I get on it?"
1,"Saturday, March 25 works for me."
1,So where are you kayaking this weekend?
1,We appreciate your feedback or question and we will try to address your response when we can.
1,We can help with any financial need.
1,"We need to turn in the final inventory list, get things resolved with Mary (be it good or bad) then we can buy Don out."
1,We would like to invite you back to continue.
1,Were I have to meet u.
1,We’d greatly appreciate any ideas on how we can improve.
1,"When I'm in need of some ""managing expertise"" in the future, I will give you a call."
1,Where did y'all meet?
1,Where did you get yours?
1,Will Enron cover the cost of having those returns prepared?
1,Please contact Sherri Sera (713/853-5984) or Suzanne Danz (713/853-6440) for the weekly dial-in number and passcode.
1,"Also, if you'd like to make suggestions of how to make the app better or tell me what you'd like to see in future versions, please be in touch."
1,"Also, should we set a time schedule?"
1,And let me know what you think of it.
1,"As it is impossible for Dr Lay to participate at the Preparatory Meeting, we would be most grateful if you could nominate a delegate as well as send us his preliminary ideas on interesting issues and panellists for the programme."
1,But how often do you get a chance to tell us what you really think?
1,Can you mail me the family tree or send it email?
1,Do you want to deeply explore the memory info about your phone?
1,"Don, go ahead and set it up - what have been discussing with them on the gas side?"
1,Go ahead and get the op control agreement signed by relevant parties and sent to the proper place.
1,"I am comfortable with your decisions, so feel free to go ahead with this."
1,"I get on the plane Houston at 6:30 AM PDT, so you'll have to do it solo."
1,I just want to make sure we aren't missing any deals in our model.
1,I look forward to hearing from you tomorrow.
1,I need to get a new gas daily product created.
1,I think you should have this conversation with the senior person and I will work on it at the board level.
1,"I'd like to hear your thoughts on Fanhattan, given that you were one of the early downloaders of our app over the past several months."
1,"If you do, you need to hurry."
1,Lets discuss this before we make offer.
1,"Mike, send to John Sherriff in Europe."
1,"Molly, could you please forward the ""thanks, but no thanks"" template letter to me?"
1,"Or, would it be helpful at this point to meet with anyone else at Enron, to at least make the personal connection?"
1,Saturday is good.
1,Someone please help me!!!
1,"Tammy, are you getting all these reports?"
1,"There are plenty of options, but which product will you get?"
1,"We have already scheduled an internal presentation on December 7. Please, go ahead and make a reservation."
1,We look forward to speaking with you in more detail about the ways we could potentially work together.
1,We wanted to let you know about some upcoming changes to Kicksend which may alter the way you use our app.
1,We'd love to get to know you better so that we can enhance our services and products.
1,Were you able to trace the package?
1,What do you want to do about this?
1,What moments will you capture with directr this week?
1,When do you think we will be able to get the Sitara number entered in the Link field in Tagg?
1,"Would you mind call Jerry Jerry BoBerry and see what he will tell you is the substance of their issues, and share with him our issues."
1,"Would you recommend Roger DiRuggiero, MD? Click one of the links below to leave feedback."
1,Would you vote to help us win the prestigious MobiPrize?
1,"With respect to that rush Guaranty for the referenced counterparty you so kindly got me on Monday, per our conversation, we will need an incumbency certificate for that guaranty as well."
1,Let's go out one night and have a few drinks.
1,Let's talk about it at the meeting.
1,"Scott, when would you like to go over the CNG scoop?"
1,Let's set a meeting date for near future.
1,My recommendation is to call Mark Palmer first and discuss the book with him.
1,Do you foresee a problem with me leaving at 4pm that day?
1,"Please plan to dial into our conference call at 8:00 AM Pacific time on Tuesday, January 8th."
1,You win......but you still owe me lunch.
1,"If you'd like to speak your mind, reply directly to this email or get in touch at aubrey@attachments.me and I can set you up with private beta access to our rule catalog."
1,Wanna come eat with me?
1,You can catch me at the office on wed or next week at home.
1,"If you would like to speak with a sales representative, click the link below."
1,Let's try to use V&E on the e-signature things as much as possible.
1,Let's go out to lunch when you come back.
1,Please contact CrashPlan PROe Support.
1,"Please, call-in or attend when the meeting is set."
1,Would you like to connect with me in Linkedin?
1,Please share with the Birthday Boy.
1,Call me tonight and I'll give you all the gory details.
1,"Also, please set up a meeting for you and me with Phillippe Bibi to discuss getting help from IT to implement our plan."
1,Please whitelist our email address offers@paidoffers4all.com
1,Please mark on your calendars to attend given current discussions about the gas organization.
1,"Please copy and paste them as above, click Submit to register."
1,Thursday sounds great and just let me know about Friday.
1,Send me your number and I'll give you a call.
1,"I'd like to send you an Amazon gift card if the change caused you any inconvenience - just reply with your feedback, or call me at (855) 962-3621."
1,Paul How about meeting at 11:30 or 12? I am in the office so give me a call.
1,To remind me to discuss this with you when you get in:
1,## Please do not write below this line ##
1,"- If this was not you, please log into Facebook from your computer and follow the instructions provided to help you control your account information."
1,A meeting is being scheduled so we can discuss these matters further.
1,"After reviewing your presentation, here are some tough questions that we can discuss tomorrow:"
1,After you activate your account you will be able to login.
1,"Also, I'd love to talk to you this weekend if possible about Prentice's bday festivities."
1,"Also, do you know if Skipper is planning to attend."
1,"Also, please check the volumes."
1,"Also, please come join us Thursday, March 22 for a webinar hosted by John Boyer—the creator of Skedi."
1,"Also, please forward to me what I owe you for the plane flight and golf and our share of dinners, drinks, guacamole, etc."
1,"Also, please have the new transport index positions at Socal that we are booking tomorrow included in the new KRS column in the physindex tab."
1,"Also, please tell Jeff A. that I'm still doing reconnaissance on smart types to join your group."
1,"Alternatively, since I'll be on the call anyway, you can leave me a voicemail, or call me at 707.884.4608, and I can relay those points that you feel are most important to communicate."
1,An e-mail or voicemail on major developments as they occur would be helpful.
1,"And if things work out, please consider a meeting with me to ta lk about a job."
1,"And if you want to make sharing photos as easy as taking them, download one of our apps at $LINK"
1,"And if you want to talk more about dinner, please call me."
1,"And please email me rest of expenses when you get a chance so I can write you a check for everything (plane,phone, golf, etc., etc.)"
